filenames,20210713-151409,20210713-160536,20210713-202446,20210714-023953,20210714-024731,20210714-025049,20210714-031111,20210714-031825,20210714-095418,20210718-014112,20210718-014612,20210718-015056,20210718-022910,20210718-023252,20210719-020610,20210719-104859,20210719-162019
DSC_0113__512_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0113__512_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__512_2048__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,0
DSC_0113__512_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__512_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0113__512_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__512_2304__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_0113__512_2560__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0113__512_2560__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0113__512_2560__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0113__512_2560__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,1
DSC_0113__512_256__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_0113__512_256__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0113__512_256__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0113__512_256__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0113__512_2816__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1
DSC_0113__512_2816__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1
DSC_0113__512_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_3072__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0113__512_3072__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_3072__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_3072__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0113__512_3328__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_3328__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2
DSC_0113__512_3328__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0113__512_3328__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0113__512_3584__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2
DSC_0113__512_3584__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0113__512_3584__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0113__512_3584__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0113__512_3840__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_3840__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0113__512_3840__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0113__512_3840__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0113__512_4096__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__512_4096__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__512_4096__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__512_4096__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__512_4352__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0113__512_4352__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__512_4352__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__512_4352__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__512_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__512_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__512_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0
DSC_0113__512_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1
DSC_0113__512_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0113__768_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__768_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_0113__768_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__768_1024__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0113__768_1024__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_0113__768_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0113__768_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_0113__768_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2
DSC_0113__768_1280__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,0
DSC_0113__768_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__768_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_1536__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2
DSC_0113__768_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0113__768_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0113__768_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__768_1792__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0113__768_2048__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0113__768_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0113__768_2048__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0113__768_2304__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,1
DSC_0113__768_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0113__768_2304__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_0113__768_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_2560__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_2560__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,2
DSC_0113__768_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2
DSC_0113__768_2560__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0113__768_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0113__768_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_2816__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_0113__768_2816__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0113__768_2816__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0113__768_2816__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2
DSC_0113__768_3072__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0113__768_3072__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0113__768_3072__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_0113__768_3072__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_3328__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0113__768_3328__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2
DSC_0113__768_3328__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0113__768_3328__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0113__768_3584__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2
DSC_0113__768_3584__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,0
DSC_0113__768_3584__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0113__768_3584__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,2
DSC_0113__768_3840__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0113__768_3840__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0113__768_3840__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0113__768_3840__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_0113__768_4096__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0113__768_4096__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__768_4096__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__768_4096__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__768_4352__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0113__768_4352__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__768_4352__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__768_4352__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0113__768_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0113__768_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0113__768_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0113__768_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0113__768_768__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,2
DSC_0113__768_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_0113__768_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2
DSC_0113__768_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_4176__0_0__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_4176__0_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_4176__0_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_4176__0_1024__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,2
DSC_4176__0_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_4176__0_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_4176__0_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_4176__0_1536__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_4176__0_1536__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_4176__0_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__0_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__0_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__0_1792__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_4176__0_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__0_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__0_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_4176__0_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_256__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_4176__0_256__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_4176__0_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_4176__0_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_4176__0_512__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_4176__0_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_4176__0_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__0_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_4176__1024_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1280__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__1024_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1536__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__1024_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_1792__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__1024_1792__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__1024_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_256__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__1024_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_512__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__1024_512__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__1024_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_768__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__1024_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__1024_768__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_4176__256_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_4176__256_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__256_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_4176__256_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_4176__256_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_4176__256_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_4176__256_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__256_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_4176__256_1280__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_4176__256_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_4176__256_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_4176__256_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_4176__256_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__256_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__256_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__256_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__256_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__256_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__256_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__256_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__256_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1
DSC_4176__256_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_4176__256_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_4176__256_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__256_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_4176__256_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_4176__256_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_4176__256_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__256_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__256_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_4176__256_768__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0
DSC_4176__256_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
DSC_4176__512_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_4176__512_0__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_4176__512_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_4176__512_0__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_4176__512_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__512_1024__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,0.0,1
DSC_4176__512_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_4176__512_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0
DSC_4176__512_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_4176__512_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_4176__512_1280__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,0
DSC_4176__512_1280__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_4176__512_1536__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__512_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__512_1536__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__512_1536__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_4176__512_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__512_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__512_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__512_1792__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_4176__512_256__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_4176__512_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_4176__512_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__512_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_4176__512_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_4176__512_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_4176__512_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_4176__512_512__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,1
DSC_4176__512_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_4176__512_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_4176__512_768__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_4176__512_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_4176__768_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1024__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_4176__768_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1280__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__768_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1536__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__768_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1536__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__768_1536__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_4176__768_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_4176__768_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
